Time,salinity_psu_model,temperature_C_model,Time model_time,Date_GMT_00,Conductivity_microsiemens_cm,Temp_C,Year_2016,Date_GMT_00,Conductivity_microsiemens_cm,Temp_C,Year_2017,Date_GMT_00,Conductivity_microsiemens_cm,Temp_C,Year_2018,Month,Conductivity_microsiemens_cm_av,Conductivity_microsiemens_cm_std,Temp_C_average,Temp_C_std
01/01/2016 01:00,22.9322,25.6666,01/01/2016 00:00,,,,,,,,,01/01/2018 00:00,42142.2,26.75,2018,January,42142.2,#¡DIV/0!,26.75,#¡DIV/0!
01/01/2016 01:30,22.4313,25.5545,01/01/2016 00:30,,,,,,,,,01/01/2018 00:30,42089.4,26.74,2018,January,42089.4,#¡DIV/0!,26.74,#¡DIV/0!
01/01/2016 02:00,22.0202,25.4522,01/01/2016 01:00,,,,,01/01/2017 00:00,35293.4,27.63,2017,01/01/2018 01:00,42188.4,26.74,2018,January,38740.9,4875.501256,27.185,0.629325035
01/01/2016 02:30,21.7175,25.3614,01/01/2016 01:30,,,,,01/01/2017 00:30,35874.6,27.58,2017,01/01/2018 01:30,42221.5,26.76,2018,January,39048.05,4487.93603,27.17,0.579827561
01/01/2016 03:00,21.7383,25.4162,01/01/2016 02:00,,,,,01/01/2017 01:00,36410.2,27.54,2017,01/01/2018 02:00,42360.9,26.81,2018,January,39385.55,4207.780323,27.175,0.51618795
01/01/2016 03:30,21.7766,25.4295,01/01/2016 02:30,,,,,01/01/2017 01:30,37263.4,27.53,2017,01/01/2018 02:30,42527.9,26.85,2018,January,39895.65,3722.56365,27.19,0.480832611
01/01/2016 04:00,22.1928,25.5774,01/01/2016 03:00,,,,,01/01/2017 02:00,37522.6,27.5,2017,01/01/2018 03:00,42574.9,26.86,2018,January,40048.75,3572.515591,27.18,0.45254834
01/01/2016 04:30,23.0266,25.7369,01/01/2016 03:30,,,,,01/01/2017 02:30,37263.4,27.45,2017,01/01/2018 03:30,42716.4,26.88,2018,January,39989.9,3855.853278,27.165,0.403050865
01/01/2016 05:00,23.7087,25.8072,01/01/2016 04:00,,,,,01/01/2017 03:00,37371.1,27.45,2017,01/01/2018 04:00,42756.9,26.88,2018,January,40064,3808.335702,27.165,0.403050865
01/01/2016 05:30,23.7149,25.7994,01/01/2016 04:30,,,,,01/01/2017 03:30,37274.2,27.39,2017,01/01/2018 04:30,42790.8,26.85,2018,January,40032.5,3900.825269,27.12,0.381837662
01/01/2016 06:00,23.0092,25.6967,01/01/2016 05:00,,,,,01/01/2017 04:00,37044.4,27.29,2017,01/01/2018 05:00,42892.6,26.86,2018,January,39968.5,4135.301878,27.075,0.304055916
01/01/2016 06:30,22.2052,25.5519,01/01/2016 05:30,,,,,01/01/2017 04:30,36959.5,27.24,2017,01/01/2018 05:30,42933.5,26.85,2018,January,39946.5,4224.255911,27.045,0.275771645
01/01/2016 07:00,21.6751,25.4227,01/01/2016 06:00,,,,,01/01/2017 05:00,36948.9,27.22,2017,01/01/2018 06:00,42872.2,26.83,2018,January,39910.55,4188.405597,27.025,0.275771645
01/01/2016 07:30,21.3649,25.3207,01/01/2016 06:30,,,,,01/01/2017 05:30,36864.3,27.2,2017,01/01/2018 06:30,42790.8,26.77,2018,January,39827.55,4190.668339,26.985,0.304055916
01/01/2016 08:00,21.1535,25.2431,01/01/2016 07:00,,,,,01/01/2017 06:00,36806.4,27.24,2017,01/01/2018 07:00,42831.5,26.76,2018,January,39818.95,4260.389067,27,0.339411255
01/01/2016 08:30,21.0299,25.1987,01/01/2016 07:30,,,,,01/01/2017 06:30,36021.2,27.2,2017,01/01/2018 07:30,42953.9,26.79,2018,January,39487.55,4902.159182,26.995,0.28991378
01/01/2016 09:00,21.0164,25.2014,01/01/2016 08:00,,,,,01/01/2017 07:00,35749.1,27.13,2017,01/01/2018 08:00,42879,26.76,2018,January,39314.05,5041.600639,26.945,0.261629509
01/01/2016 09:30,21.0671,25.2403,01/01/2016 08:30,,,,,01/01/2017 07:30,36358.7,27.11,2017,01/01/2018 08:30,42811.1,26.72,2018,January,39584.9,4562.535795,26.915,0.275771645
01/01/2016 10:00,21.0572,25.2383,01/01/2016 09:00,,,,,01/01/2017 08:00,36451.6,27.03,2017,01/01/2018 09:00,42514.5,26.68,2018,January,39483.05,4287.117704,26.855,0.247487373
01/01/2016 10:30,20.8492,25.1772,01/01/2016 09:30,,,,,01/01/2017 08:30,35859.5,26.99,2017,01/01/2018 09:30,41248.6,26.62,2018,January,38554.05,3810.669154,26.805,0.261629509
01/01/2016 11:00,20.6493,25.1101,01/01/2016 10:00,,,,,01/01/2017 09:00,35844.4,26.94,2017,01/01/2018 10:00,39850.1,26.58,2018,January,37847.25,2832.457633,26.76,0.254558441
01/01/2016 11:30,20.5249,25.0547,01/01/2016 10:30,,,,,01/01/2017 09:30,36082.2,26.9,2017,01/01/2018 10:30,38886.8,26.57,2018,January,37484.5,1983.151679,26.735,0.233345238
01/01/2016 12:00,20.4269,25.0125,01/01/2016 11:00,,,,,01/01/2017 10:00,36405.1,26.9,2017,01/01/2018 11:00,38744.6,26.62,2018,January,37574.85,1654.276315,26.76,0.197989899
01/01/2016 12:30,20.3423,24.9785,01/01/2016 11:30,,,,,01/01/2017 10:30,36591.8,26.87,2017,01/01/2018 11:30,38519.1,26.66,2018,January,37555.45,1362.806899,26.765,0.148492424
01/01/2016 13:00,20.1513,24.9395,01/01/2016 12:00,,,,,01/01/2017 11:00,36358.7,26.8,2017,01/01/2018 12:00,37364.2,26.8,2018,January,36861.45,710.9958685,26.8,0
01/01/2016 13:30,19.6522,24.846,01/01/2016 12:30,,,,,01/01/2017 11:30,36056.8,26.75,2017,01/01/2018 12:30,36919.6,26.89,2018,January,36488.2,610.0917308,26.82,0.098994949
01/01/2016 14:00,19.383,24.8298,01/01/2016 13:00,,,,,01/01/2017 12:00,35674.1,26.76,2017,01/01/2018 13:00,36770.3,26.97,2018,January,36222.2,775.1304535,26.865,0.148492424
01/01/2016 14:30,19.6689,24.9758,01/01/2016 13:30,,,,,01/01/2017 12:30,35195.7,26.75,2017,01/01/2018 13:30,36806.2,27.02,2018,January,36000.95,1138.795471,26.885,0.190918831
01/01/2016 15:00,19.9912,25.0534,01/01/2016 14:00,,,,,01/01/2017 13:00,34818.9,26.74,2017,01/01/2018 14:00,36842.2,27.07,2018,January,35830.55,1430.68915,26.905,0.233345238
01/01/2016 15:30,20.0136,25.0913,01/01/2016 14:30,,,,,01/01/2017 13:30,34411.6,26.71,2017,01/01/2018 14:30,36955.8,27.08,2018,January,35683.7,1799.021073,26.895,0.261629509
01/01/2016 16:00,19.9577,25.1236,01/01/2016 15:00,,,,,01/01/2017 14:00,33580.9,26.73,2017,01/01/2018 15:00,36992.1,27.13,2018,January,35286.5,2412.082652,26.93,0.282842712
01/01/2016 16:30,19.6978,25.1293,01/01/2016 15:30,,,,,01/01/2017 14:30,33150.1,26.75,2017,01/01/2018 15:30,36852.5,27.19,2018,January,35001.3,2617.992147,26.97,0.311126984
01/01/2016 17:00,19.4068,25.0792,01/01/2016 16:00,,,,,01/01/2017 15:00,32635,26.75,2017,01/01/2018 16:00,36739.5,27.21,2018,January,34687.25,2902.319783,26.98,0.325269119
01/01/2016 17:30,19.263,25.0481,01/01/2016 16:30,,,,,01/01/2017 15:30,32427.1,26.75,2017,01/01/2018 16:30,36852.5,27.25,2018,January,34639.8,3129.230349,27,0.353553391
01/01/2016 18:00,19.1753,25.0317,01/01/2016 17:00,,,,,01/01/2017 16:00,32363.9,26.8,2017,01/01/2018 17:00,34913.9,27.12,2018,January,33638.9,1803.122292,26.96,0.22627417
01/01/2016 18:30,19.1971,25.0601,01/01/2016 17:30,,,,,01/01/2017 16:30,32284.2,26.88,2017,01/01/2018 17:30,34198.5,27.08,2018,January,33241.35,1353.614511,26.98,0.141421356
01/01/2016 19:00,19.3659,25.1509,01/01/2016 18:00,,,,,01/01/2017 17:00,32359.7,26.94,2017,01/01/2018 18:00,34502.6,27.21,2018,January,33431.15,1515.259121,27.075,0.190918831
01/01/2016 19:30,19.5653,25.2523,01/01/2016 18:30,,,,,01/01/2017 17:30,32486.3,27.02,2017,01/01/2018 18:30,32140,27.28,2018,January,32313.15,244.8710783,27.15,0.183847763
01/01/2016 20:00,19.6638,25.3052,01/01/2016 19:00,,,,,01/01/2017 18:00,32200.7,27.21,2017,01/01/2018 19:00,28300.6,27.37,2018,January,30250.65,2757.787157,27.29,0.113137085
01/01/2016 20:30,19.6703,25.3361,01/01/2016 19:30,,,,,01/01/2017 18:30,32263.3,27.3,2017,01/01/2018 19:30,30792.3,27.32,2018,January,31527.8,1040.154075,27.31,0.014142136
01/01/2016 21:00,19.6019,25.3738,01/01/2016 20:00,,,,,01/01/2017 19:00,31981.3,27.41,2017,01/01/2018 20:00,33765.5,27.2,2018,January,32873.4,1261.619919,27.305,0.148492424
01/01/2016 21:30,19.4643,25.4013,01/01/2016 20:30,,,,,01/01/2017 19:30,31932,27.56,2017,01/01/2018 20:30,35932.9,27.06,2018,January,33932.45,2829.063521,27.31,0.353553391
01/01/2016 22:00,19.3805,25.411,01/01/2016 21:00,,,,,01/01/2017 20:00,31923.8,27.75,2017,01/01/2018 21:00,36556.1,27.06,2018,January,34239.95,3275.530742,27.405,0.487903679
01/01/2016 22:30,19.4268,25.4115,01/01/2016 21:30,,,,,01/01/2017 20:30,31903.3,27.8,2017,01/01/2018 21:30,38037,26.98,2018,January,34970.15,4337.180864,27.39,0.579827561
01/01/2016 23:00,19.6132,25.395,01/01/2016 22:00,,,,,01/01/2017 21:00,32113.4,27.76,2017,01/01/2018 22:00,39185.7,26.89,2018,January,35649.55,5000.871289,27.325,0.6151829
01/01/2016 23:30,19.8266,25.3926,01/01/2016 22:30,,,,,01/01/2017 21:30,33167.7,27.48,2017,01/01/2018 22:30,40272.1,26.79,2018,January,36719.9,5023.569416,27.135,0.487903679
02/01/2016 00:00,20.1964,25.4601,01/01/2016 23:00,,,,,01/01/2017 22:00,33934.5,27.3,2017,01/01/2018 23:00,40914.2,26.72,2018,January,37424.35,4935.393201,27.01,0.410121933
02/01/2016 00:30,21.1424,25.5362,01/01/2016 23:30,,,,,01/01/2017 22:30,34472.6,27.25,2017,01/01/2018 23:30,41267.6,26.7,2018,January,37870.1,4804.790578,26.975,0.38890873
02/01/2016 01:00,22.2142,25.6007,02/01/2016 00:00,,,,,01/01/2017 23:00,35529.9,27.22,2017,02/01/2018 00:00,41318.6,26.68,2018,January,38424.25,4093.229024,26.95,0.381837662
02/01/2016 01:30,23.1848,25.6265,02/01/2016 00:30,,,,,01/01/2017 23:30,36874.9,27.21,2017,02/01/2018 00:30,41407.9,26.67,2018,January,39141.4,3205.315039,26.94,0.381837662
02/01/2016 02:00,23.9637,25.611,02/01/2016 01:00,,,,,02/01/2017 00:00,39434.7,27.25,2017,02/01/2018 01:00,41529.8,26.67,2018,January,40482.25,1481.459417,26.96,0.410121933
02/01/2016 02:30,24.596,25.6058,02/01/2016 01:30,,,,,02/01/2017 00:30,39916.4,27.31,2017,02/01/2018 01:30,41704.1,26.67,2018,January,40810.25,1264.094793,26.99,0.45254834
02/01/2016 03:00,25.1118,25.6243,02/01/2016 02:00,,,,,02/01/2017 01:00,40097.2,27.33,2017,02/01/2018 02:00,41704.1,26.67,2018,January,40900.65,1136.249887,27,0.466690476
02/01/2016 03:30,25.5791,25.7193,02/01/2016 02:30,,,,,02/01/2017 01:30,40097.2,27.34,2017,02/01/2018 02:30,41788.5,26.68,2018,January,40942.85,1195.929699,27.01,0.466690476
02/01/2016 04:00,25.8881,25.7249,02/01/2016 03:00,,,,,02/01/2017 02:00,40194.1,27.34,2017,02/01/2018 03:00,42004,26.68,2018,January,41099.05,1279.792563,27.01,0.466690476
02/01/2016 04:30,26.1772,25.7205,02/01/2016 03:30,,,,,02/01/2017 02:30,40248.8,27.34,2017,02/01/2018 03:30,41873.1,26.62,2018,January,41060.95,1148.553545,26.98,0.509116882
02/01/2016 05:00,26.3978,25.706,02/01/2016 04:00,,,,,02/01/2017 03:00,40279.2,27.33,2017,02/01/2018 04:00,42023.7,26.63,2018,January,41151.45,1233.54778,26.98,0.494974747
02/01/2016 05:30,26.4638,25.6691,02/01/2016 04:30,,,,,02/01/2017 03:30,40261,27.34,2017,02/01/2018 04:30,42023.7,26.63,2018,January,41142.35,1246.417123,26.985,0.502045815
02/01/2016 06:00,26.2126,25.6339,02/01/2016 05:00,,,,,02/01/2017 04:00,40321.9,27.34,2017,02/01/2018 05:00,42109.2,26.61,2018,January,41215.55,1263.81195,26.975,0.51618795
02/01/2016 06:30,25.2956,25.4843,02/01/2016 05:30,,,,,02/01/2017 04:30,40364.7,27.34,2017,02/01/2018 05:30,42089.4,26.57,2018,January,41227.05,1219.547066,26.955,0.544472222
02/01/2016 07:00,24.1419,25.3228,02/01/2016 06:00,,,,,02/01/2017 05:00,40364.7,27.33,2017,02/01/2018 06:00,42076.3,26.57,2018,January,41220.5,1210.283967,26.95,0.537401154
02/01/2016 07:30,23.2675,25.213,02/01/2016 06:30,,,,,02/01/2017 05:30,40376.9,27.29,2017,02/01/2018 06:30,41925.4,26.57,2018,January,41151.15,1094.954851,26.93,0.509116882
02/01/2016 08:00,22.6992,25.1586,02/01/2016 07:00,,,,,02/01/2017 06:00,40303.6,27.25,2017,02/01/2018 07:00,41775.5,26.52,2018,January,41039.55,1040.790471,26.885,0.51618795
02/01/2016 08:30,22.3669,25.1635,02/01/2016 07:30,,,,,02/01/2017 06:30,40303.6,27.25,2017,02/01/2018 07:30,41775.5,26.48,2018,January,41039.55,1040.790471,26.865,0.544472222
02/01/2016 09:00,22.1538,25.2055,02/01/2016 08:00,,,,,02/01/2017 07:00,39952.4,27.15,2017,02/01/2018 08:00,41762.5,26.43,2018,January,40857.45,1279.933985,26.79,0.509116882
02/01/2016 09:30,21.9185,25.1728,02/01/2016 08:30,,,,,02/01/2017 07:30,39898.4,27.15,2017,02/01/2018 08:30,41717.1,26.4,2018,January,40807.75,1286.015103,26.775,0.530330086
02/01/2016 10:00,21.7909,25.294,02/01/2016 09:00,,,,,02/01/2017 08:00,39826.5,27.11,2017,02/01/2018 09:00,41318.6,26.36,2018,January,40572.55,1055.074028,26.735,0.530330086
02/01/2016 10:30,21.4305,25.2327,02/01/2016 09:30,,,,,02/01/2017 08:30,39784.6,27.03,2017,02/01/2018 09:30,40951.8,26.27,2018,January,40368.2,825.335035,26.65,0.537401154
02/01/2016 11:00,21.0945,25.1561,02/01/2016 10:00,,,,,02/01/2017 09:00,39552.8,26.97,2017,02/01/2018 10:00,39778.6,26.16,2018,January,39665.7,159.6647112,26.565,0.572756493
02/01/2016 11:30,20.8153,25.085,02/01/2016 10:30,,,,,02/01/2017 09:30,39701.1,26.96,2017,02/01/2018 10:30,38446.3,26.01,2018,January,39073.7,887.277589,26.485,0.671751442
02/01/2016 12:00,20.6015,25.0241,02/01/2016 11:00,,,,,02/01/2017 10:00,39647.6,26.92,2017,02/01/2018 11:00,38457.5,25.99,2018,January,39052.55,841.5277803,26.455,0.657609307
02/01/2016 12:30,20.4487,24.9749,02/01/2016 11:30,,,,,02/01/2017 10:30,38772.4,26.79,2017,02/01/2018 11:30,37700.4,25.97,2018,January,38236.4,758.0184694,26.38,0.579827561
02/01/2016 13:00,20.3435,24.9364,02/01/2016 12:00,,,,,02/01/2017 11:00,38550,26.75,2017,02/01/2018 12:00,36535.8,26.03,2018,January,37542.9,1424.254479,26.39,0.509116882
02/01/2016 13:30,20.2634,24.9095,02/01/2016 12:30,,,,,02/01/2017 11:30,37658.8,26.7,2017,02/01/2018 12:30,36269.2,26.03,2018,January,36964,982.5955831,26.365,0.473761543
02/01/2016 14:00,20.1609,24.8729,02/01/2016 13:00,,,,,02/01/2017 12:00,37301,26.68,2017,02/01/2018 13:00,35957.4,26.05,2018,January,36629.2,950.0686712,26.365,0.445477272
02/01/2016 14:30,19.9874,24.8364,02/01/2016 13:30,,,,,02/01/2017 12:30,37033.7,26.62,2017,02/01/2018 13:30,35825.3,26.08,2018,January,36429.5,854.4678344,26.35,0.381837662
02/01/2016 15:00,19.7738,24.8566,02/01/2016 14:00,,,,,02/01/2017 13:00,36880.1,26.57,2017,02/01/2018 14:00,35733,26.08,2018,January,36306.55,811.1221887,26.325,0.346482323
02/01/2016 15:30,19.5452,24.9028,02/01/2016 14:30,,,,,02/01/2017 13:30,36410.2,26.55,2017,02/01/2018 14:30,35492.3,26.06,2018,January,35951.25,649.0533145,26.305,0.346482323
02/01/2016 16:00,19.3413,24.9502,02/01/2016 15:00,,,,,02/01/2017 14:00,36214.9,26.53,2017,02/01/2018 15:00,35569,26.04,2018,January,35891.95,456.72027,26.285,0.346482323
02/01/2016 16:30,19.1895,25.0238,02/01/2016 15:30,,,,,02/01/2017 14:30,35784.2,26.55,2017,02/01/2018 15:30,35665.3,26.01,2018,January,35724.75,84.07499628,26.28,0.381837662
02/01/2016 17:00,19.0934,25.1145,02/01/2016 16:00,,,,,02/01/2017 15:00,35396.6,26.59,2017,02/01/2018 16:00,35815.6,25.99,2018,January,35606.1,296.2777413,26.29,0.424264069
02/01/2016 17:30,19.0672,25.2085,02/01/2016 16:30,,,,,02/01/2017 15:30,34996.8,26.65,2017,02/01/2018 16:30,35874.1,25.99,2018,January,35435.45,620.3447791,26.32,0.466690476
02/01/2016 18:00,19.1079,25.3088,02/01/2016 17:00,,,,,02/01/2017 16:00,34472.6,26.74,2017,02/01/2018 17:00,35742.7,26,2018,January,35107.65,898.0963228,26.37,0.523259018
02/01/2016 18:30,19.1854,25.4118,02/01/2016 17:30,,,,,02/01/2017 16:30,34299.3,26.83,2017,02/01/2018 17:30,35723.3,26.06,2018,January,35011.3,1006.920056,26.445,0.544472222
02/01/2016 19:00,19.2754,25.5093,02/01/2016 18:00,,,,,02/01/2017 17:00,34201.7,26.92,2017,02/01/2018 18:00,33581,25.94,2018,January,33891.35,438.9011791,26.43,0.692964646
02/01/2016 19:30,19.3685,25.5905,02/01/2016 18:30,,,,,02/01/2017 17:30,34150.7,27.04,2017,02/01/2018 18:30,32505.6,25.86,2018,January,33328.15,1163.261366,26.45,0.834386002
02/01/2016 20:00,19.472,25.6529,02/01/2016 19:00,,,,,02/01/2017 18:00,34053.8,27.2,2017,02/01/2018 19:00,32589.4,25.88,2018,January,33321.6,1035.48717,26.54,0.933380951
02/01/2016 20:30,19.6034,25.7041,02/01/2016 19:30,,,,,02/01/2017 18:30,33943.6,27.39,2017,02/01/2018 19:30,32257,25.86,2018,January,33100.3,1192.606297,26.625,1.081873375
02/01/2016 21:00,19.7842,25.757,02/01/2016 20:00,,,,,02/01/2017 19:00,33957.4,27.56,2017,02/01/2018 20:00,32561.4,25.92,2018,January,33259.4,987.1210665,26.74,1.159655121
02/01/2016 21:30,20.0438,25.813,02/01/2016 20:30,,,,,02/01/2017 19:30,33852.3,27.68,2017,02/01/2018 20:30,33791.4,26.03,2018,January,33821.85,43.06280297,26.855,1.166726189
02/01/2016 22:00,20.4195,25.8723,02/01/2016 21:00,,,,,02/01/2017 20:00,33929.9,27.59,2017,02/01/2018 21:00,34408.1,26.03,2018,January,34169,338.1384628,26.81,1.103086579
02/01/2016 22:30,20.9294,25.9228,02/01/2016 21:30,,,,,02/01/2017 20:30,33770.5,27.91,2017,02/01/2018 21:30,34960.2,25.96,2018,January,34365.35,841.2449376,26.935,1.378858223
02/01/2016 23:00,21.5418,25.943,02/01/2016 22:00,,,,,02/01/2017 21:00,33580.9,28.04,2017,02/01/2018 22:00,36304.2,25.87,2018,January,34942.55,1925.663897,26.955,1.534421715
02/01/2016 23:30,22.1964,25.9477,02/01/2016 22:30,,,,,02/01/2017 21:30,33571.9,28.13,2017,02/01/2018 22:30,37673.5,25.81,2018,January,35622.7,2900.269174,26.97,1.640487732
03/01/2016 00:00,22.8874,25.9722,02/01/2016 23:00,,,,,02/01/2017 22:00,33411,28.01,2017,02/01/2018 23:00,37765.1,25.78,2018,January,35588.05,3078.813636,26.895,1.576848122
03/01/2016 00:30,23.6396,25.9765,02/01/2016 23:30,,,,,02/01/2017 22:30,33353.2,27.96,2017,02/01/2018 23:30,38251.7,25.73,2018,January,35802.45,3463.762568,26.845,1.576848122
03/01/2016 01:00,24.5244,25.9524,03/01/2016 00:00,,,,,02/01/2017 23:00,33198.5,27.87,2017,03/01/2018 00:00,39139.4,25.7,2018,January,36168.95,4200.850676,26.785,1.534421715
03/01/2016 01:30,25.5289,25.9234,03/01/2016 00:30,,,,,02/01/2017 23:30,34704.4,27.45,2017,03/01/2018 00:30,41344.1,25.68,2018,January,38024.25,4694.976895,26.565,1.251579003
03/01/2016 02:00,26.3498,25.8753,03/01/2016 01:00,,,,,03/01/2017 00:00,36077.1,27.24,2017,03/01/2018 01:00,42248,25.63,2018,January,39162.55,4363.485236,26.435,1.138441918
03/01/2016 02:30,26.9164,25.8298,03/01/2016 01:30,,,,,03/01/2017 00:30,37215.1,27.21,2017,03/01/2018 01:30,42729.9,25.59,2018,January,39972.5,3899.552477,26.4,1.145512986
03/01/2016 03:00,27.256,25.8087,03/01/2016 02:00,,,,,03/01/2017 01:00,38144.7,27.27,2017,03/01/2018 02:00,42831.5,25.58,2018,January,40488.1,3314.068062,26.425,1.19501046
03/01/2016 03:30,27.2843,25.7167,03/01/2016 02:30,,,,,03/01/2017 01:30,38273.4,27.26,2017,03/01/2018 02:30,42974.4,25.58,2018,January,40623.9,3324.108978,26.42,1.187939392
03/01/2016 04:00,27.2121,25.6444,03/01/2016 03:00,,,,,03/01/2017 02:00,38898.8,27.27,2017,03/01/2018 03:00,42994.9,25.58,2018,January,40946.85,2896.380086,26.425,1.19501046
03/01/2016 04:30,27.0946,25.6359,03/01/2016 03:30,,,,,03/01/2017 02:30,39375.9,27.27,2017,03/01/2018 03:30,41267.6,25.47,2018,January,40321.75,1337.633898,26.37,1.272792206
03/01/2016 05:00,26.8906,25.5926,03/01/2016 04:00,,,,,03/01/2017 03:00,39517.3,27.29,2017,03/01/2018 04:00,38091.8,25.27,2018,January,38804.55,1007.980717,26.28,1.428355698
03/01/2016 05:30,26.603,25.541,03/01/2016 04:30,,,,,03/01/2017 03:30,39405.3,27.26,2017,03/01/2018 04:30,37835.5,25.24,2018,January,38620.4,1110.016225,26.25,1.428355698
03/01/2016 06:00,26.2249,25.4808,03/01/2016 05:00,,,,,03/01/2017 04:00,39458.3,27.25,2017,03/01/2018 05:00,37221.8,25.21,2018,January,38340.05,1581.444316,26.23,1.442497834
03/01/2016 06:30,25.7555,25.4184,03/01/2016 05:30,,,,,03/01/2017 04:30,39241.1,27.21,2017,03/01/2018 05:30,36551,25.2,2018,January,37896.05,1902.187952,26.205,1.42128463
03/01/2016 07:00,25.2598,25.3815,03/01/2016 06:00,,,,,03/01/2017 05:00,38991.2,27.19,2017,03/01/2018 06:00,36652.7,25.18,2018,January,37821.95,1653.569208,26.185,1.42128463
03/01/2016 07:30,24.4691,25.2275,03/01/2016 06:30,,,,,03/01/2017 05:30,38933.4,27.16,2017,03/01/2018 06:30,37401.3,25.18,2018,January,38167.35,1083.358299,26.17,1.400071427
03/01/2016 08:00,23.8434,25.1439,03/01/2016 07:00,,,,,03/01/2017 06:00,38945,27.15,2017,03/01/2018 07:00,37759.7,25.16,2018,January,38352.35,838.1336677,26.155,1.407142495
03/01/2016 08:30,23.4273,25.192,03/01/2016 07:30,,,,,03/01/2017 06:30,38870,27.11,2017,03/01/2018 07:30,37668.1,25.07,2018,January,38269.05,849.8716403,26.09,1.442497834
03/01/2016 09:00,23.1379,25.2534,03/01/2016 08:00,,,,,03/01/2017 07:00,38852.8,27.04,2017,03/01/2018 08:00,37221.8,25.01,2018,January,38037.3,1153.29116,26.025,1.435426766
03/01/2016 09:30,23.0533,25.4125,03/01/2016 08:30,,,,,03/01/2017 07:30,38726.6,27.01,2017,03/01/2018 08:30,36878.3,24.93,2018,January,37802.45,1306.945464,25.97,1.470782105
03/01/2016 10:00,22.5732,25.3284,03/01/2016 09:00,,,,,03/01/2017 08:00,38658.1,27.02,2017,03/01/2018 09:00,36627.2,24.87,2018,January,37642.65,1436.063162,25.945,1.52027958
03/01/2016 10:30,22.1472,25.2388,03/01/2016 09:30,,,,,03/01/2017 08:30,38448,27.06,2017,03/01/2018 09:30,36429.7,24.84,2018,January,37438.85,1427.153616,25.95,1.569777054
03/01/2016 11:00,21.7974,25.1575,03/01/2016 10:00,,,,,03/01/2017 09:00,38425.4,27.03,2017,03/01/2018 10:00,35127.9,24.62,2018,January,36776.65,2331.684611,25.825,1.704127343
03/01/2016 11:30,21.5215,25.0905,03/01/2016 10:30,,,,,03/01/2017 09:30,38217.4,27.02,2017,03/01/2018 10:30,35840,24.76,2018,January,37028.7,1681.075662,25.89,1.598061325
03/01/2016 12:00,21.3098,25.0405,03/01/2016 11:00,,,,,03/01/2017 10:00,38318.3,26.99,2017,03/01/2018 11:00,38312.6,25.09,2018,January,38315.45,4.030508653,26.04,1.343502884
03/01/2016 12:30,21.1473,25.0051,03/01/2016 11:30,,,,,03/01/2017 10:30,38318.3,26.98,2017,03/01/2018 11:30,39701.3,25.24,2018,January,39009.8,977.9286784,26.11,1.230365799
03/01/2016 13:00,20.9971,24.9757,03/01/2016 12:00,,,,,03/01/2017 11:00,37989,26.9,2017,03/01/2018 12:00,40615.6,25.36,2018,January,39302.3,1857.286671,26.13,1.088944443
03/01/2016 13:30,20.4901,24.8579,03/01/2016 12:30,,,,,03/01/2017 11:30,37713.5,26.88,2017,03/01/2018 12:30,40017.9,25.19,2018,January,38865.7,1629.456867,26.035,1.19501046
03/01/2016 14:00,19.3904,24.6889,03/01/2016 13:00,,,,,03/01/2017 12:00,37538.9,26.84,2017,03/01/2018 13:00,38507.8,24.94,2018,January,38023.35,685.1157603,25.89,1.343502884
03/01/2016 14:30,18.4703,24.6177,03/01/2016 13:30,,,,,03/01/2017 12:30,37365.7,26.78,2017,03/01/2018 13:30,37878.9,24.96,2018,January,37622.3,362.8872001,25.87,1.286934342
03/01/2016 15:00,18.0042,24.73,03/01/2016 14:00,,,,,03/01/2017 13:00,37209.8,26.75,2017,03/01/2018 14:00,37587.7,25.02,2018,January,37398.75,267.2156526,25.885,1.223294731
03/01/2016 15:30,17.9084,24.7784,03/01/2016 14:30,,,,,03/01/2017 13:30,37317.2,26.75,2017,03/01/2018 14:30,37353.6,25.06,2018,January,37335.4,25.73868684,25.905,1.19501046
03/01/2016 16:00,18.2641,24.8584,03/01/2016 15:00,,,,,03/01/2017 14:00,37392.6,26.76,2017,03/01/2018 15:00,36826.8,25.11,2018,January,37109.7,400.0810168,25.935,1.166726189
03/01/2016 16:30,18.8443,24.9712,03/01/2016 15:30,,,,,03/01/2017 14:30,37268.8,26.76,2017,03/01/2018 15:30,36454.9,25.19,2018,January,36861.85,575.5142092,25.975,1.110157646
03/01/2016 17:00,19.3761,25.0771,03/01/2016 16:00,,,,,03/01/2017 15:00,36565.8,26.78,2017,03/01/2018 16:00,36329.3,25.23,2018,January,36447.55,167.2307538,26.005,1.096015511
03/01/2016 17:30,19.9136,25.1595,03/01/2016 16:30,,,,,03/01/2017 15:30,35889.8,26.82,2017,03/01/2018 16:30,36080.5,25.27,2018,January,35985.15,134.8452632,26.045,1.096015511
03/01/2016 18:00,20.5199,25.1299,03/01/2016 17:00,,,,,03/01/2017 16:00,35381.8,26.9,2017,03/01/2018 17:00,35771.8,25.28,2018,January,35576.8,275.7716447,26.09,1.145512986
03/01/2016 18:30,20.8223,25.2158,03/01/2016 17:30,,,,,03/01/2017 16:30,35293.4,26.99,2017,03/01/2018 17:30,35573.8,25.34,2018,January,35433.6,198.2727414,26.165,1.166726189
